ref:FR:prix-carburants,brand,name,operator,branch
6510003,Intermarché,Intermarché,Intermarché,
33620003,Carrefour,Carrefour,,
85330003,Système U,Système U,Super U,
66700007,TotalEnergies,,,
51100060,Intermarché,Intermarché,,
51500007,Carrefour,Carrefour,,
88000011,Eni,Eni,,
33750004,Carrefour,Carrefour Contact,,
33420002,Carrefour Market,Carrefour Market,,
33500008,Esso,Esso,Esso,
16730001,Avia,Avia,,
76450001,Carrefour,Carrefour Market,,
11100013,TotalEnergies,,,
11100016,Auchan,Auchan,,
11100017,Total,Total Contact,,
77130013,Fulli,Fulli,Fulli,
66220001,,,Carrefour Market,
73160002,Super U,Super U,,
11110004,Intermarché,Intermarché,Groupement des Mousquetaires,
46400004,TotalEnergies,TotalEnergies,,
28210002,Intermarché,Intermarché,,
88340001,Intermarché,Intermarché,,
14400011,Intermarché,Intermarché,,
35200008,U,,,
59658001,Carrefour,Carrefour,Carrefour,
34110005,TotalEnergies,TotalEnergies,,
27400007,Esso,Esso,,
54300007,Intermarché,Intermarché,,
13300001,TotalEnergies,TotalEnergies,Total,
13710002,Esso Express,Esso Express,,
16350001,Carrefour,Carrefour,Carrefour,
21200010,E.Leclerc,Station Service E. Leclerc,,
78290001,,,Carrefour,
88100008,Eni,Eni,Eni,
40300009,,Avia,,
89190007,Shell,,,
83470006,Total Access,,Total,Relais Total de l'Olympe
83470003,Avia,,,
94537002,TotalEnergies,TotalEnergies Access - Relais du Bas Marin,,
62128007,Avia,Avia,,
76133001,Carrefour Market,Carrefour Market,Groupe Carrefour,
44600002,Super U,La Station U,,
83490002,Esso,,,Esso du Muy
62101001,Carrefour,Carrefour,,
59850002,Système U,La Station U,Systeme U,
93160009,TotalEnergies,Relais du Grand Chêne,,
77550005,Total,Total,,
38090004,Avia,AVIA,,
14350002,TotalEnergies,Garage Renault,,
52140007,Avia,Station Avia,Avia,
52140006,,,Avia,
47420001,,Aire C,,
71240009,BP,Station BP de la Ferté,BP,
71700010,Total,,,
71300015,Total,Total,,
71540001,Carrefour,,,
71260009,Shell,Station Shell de Mâcon - Saint-Alban,Shell,
71600013,Shell,Shell,,
71370007,Carrefour Contact,Carrefour Contact,,
34430003,Carrefour,Carrefour,Carrefour,
34510003,Dyneff,Dyneff,,
34160004,Garage de Boisseron,Garage de Boisseron,,
34400017,TotalEnergies,Total,,
13100021,,Carburant Loti,,
13011028,Carrefour,Carrefour Contact,,
39190007,TotalEnergies,Total,,
25550003,DATS 24,DATS 24,,
21700007,DATS 24,DATS 24,,
70180003,DATS 24,Dats 24,,
70220003,DATS 24,Dats 24,,
25750003,DATS 24,Dats 24,,
21530004,Carrefour,Carrefour,,
21490005,Carrefour,Carrefour,,
21320009,Esso,,,
21800012,Avia,,,
3270002,Carrefour Market,Carrefour Market,Carrefour Market,
69390008,TotalEnergies,TotalEnergies,,
69110004,Esso,Esso,,
69430005,Elan,,,
74130017,Elan,TotalEnergies,,
42000021,Dyneff,Dyneff,,
26780009,Shell,Shell - A7 - Aire de Montélimar Est - Allan,Shell,
15500008,Carrefour Contact,Carrefour Contact,,
38630006,DATS 24,Dats 24,,
1380002,,DATS 24,,
73600010,Casino,Casino,,
1700005,Carrefour,Carrefour,,
38114002,,Avia,,
26700001,Carrefour Market,Carrefour Market,,
68120005,Total,Station Total Service Joanny,Total,
88170007,Eni,Eni,Eni,
88300009,Total,Total,Sarl neoCC,
67690002,Carrefour,Carrefour,Carrefour,
67260010,Shell,Shell,,
88310002,Dats 24,Dats 24,,
88210003,DATS 24,Dats 24,,
88440001,DATS 24,DATS 24,Colruyt Group,
88150005,Super U,Super U,,
68190003,Auchan,Auchan,,
37210005,Auchan,Auchan,,
37390004,Total,Relais Mazagran,SARL SAIDSADAT,
45700006,Carrefour,,,
28290002,Carrefour,Carrefour,,
45400007,,Avia,,
33770001,Carrefour,Carrefour,,
33980002,Carrefour Market,Carrefour Market,,
33480002,Total,Total,Total,
79100009,Eirana,Eirana,Eirana,
33370016,Carrefour,Carrefour Contact,,
35136004,Carrefour Market,Carrefour Market,Carrefour,
17270001,Intermarché,Intermarché,,
83400011,E.Leclerc,Station Saint-Hilaire,,
85310002,Total,Total Contact,,
17320004,E.Leclerc,Station Service E. Leclerc,,
85120002,Avia,,,
85200004,Total Contact,,,
79110002,Avia,,,
33390004,Station U,Station U,,
39300008,Netto,Netto,,
79000008,Intermarché,Intermarché,Groupement des Mousquetaires,
39000007,TotalEnergies,TotalEnergies access,,Relais du levant
12230003,Servifioul,Servifioul,Servifioul,
68127002,Intermarché,Intermarché,Colruyt,
11370004,Esso,Esso,,
57710001,Intermarché,Station Service Intermarché,Intermarché,
15400003,Carrefour Market,Carrefour Market,Carrefour,
39410002,Intermarché,Intermarché,Colruyt,
85220002,Système U,Station U,,
66420002,Système U,Système U,,
68470002,Total,Total Contact,,
64100015,TotalEnergies,Relais Bayonne Sainte-Croix,,
35342001,Super U,Super U,,
31170008,Avia,Avia Xpress,Avia,
79140001,Système U,Station U,,
79140002,TotalEnergies,Total Contact,,
79200009,Esso,,,
31560004,Carrefour Contact,Carrefour Contact,,
9240004,Carrefour,Carrefour,,
31250007,Netto,Netto,,
31420004,,Station du Coumatou,,
65500004,TotalEnergies,Total,,
32250001,Avia,Avia,,
3500007,Intermarché,Intermarché,,
3300004,,Multi-Energies des Ancises,,
16360002,Intermarché,Intermarché,,
33990002,Carrefour,Carrefour,Carrefour,
33121002,Carrefour,Carrefour Contact Station Service,,
33320008,E.Leclerc,Station-service Total Access,,
13630004,U Express,U Express,,
78140001,Auchan,Station Auchan,Auchan,
57220002,Super U,Super U,,
65230003,TotalEnergies,TotalEnergies,,
11290002,Dyneff,Dyneff,,
18500004,Intermarché,Intermarché Super,Groupement des Mousquetaires,
83690003,Esso,Relais Saint-Romain,,
54520001,Auchan,Auchan,Auchan,
18103001,E.Leclerc,Station Service E.Leclerc,,
18370001,,Station Service Intermarché,,
69571001,Auchan,Auchan,Auchan,
13005011,Esso Express,Esso Express,,
63670001,Intermarché,Intermarché,Groupement des Mousquetaires,
31600010,Intermarché,Intermarché,,
17590002,U,La Station U,,
17000012,Total,Total,,
29930002,Intermarché,Intermarché,Intermarché Contact,
17000010,Esso Express,Esso Express,,
17500002,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
44700003,Intermarché,,,
86180002,Système U,Système U,,
86000021,Avia,Avia,,
86320002,Intermarché,Intermarché,,
16150003,Super U,Super U,,
87300001,Carrefour,Carrefour,,
86300001,Super U,,,
87200001,U,Station Hyper U,Système U,
16270001,U,U Express,,
87150005,Système U,Station U,,
87300003,Intermarché,Intermarché,Groupement des Mousquetaires,
87190001,Intermarché,,,
87220002,Carrefour,Carrefour,Carrefour,
87170001,Système U,Station U,,
87100001,Système U,Station Hyper U,Système U,
87140002,Super U,Super U,,
87000004,Système U,Station U,,
87220001,Système U,Station U,,
87700004,Intermarché,Intermarché,Groupement des Mousquetaires,
87570002,Carrefour Contact,,,
87100007,Intermarché,Intermarché,,
87210003,Intermarché,Intermarché Contact,,
87140004,Carrefour,Carrefour Express,,
87430003,Système U,Système U,,
87260003,Système U,Station U,,
87700005,Super U,Super U,System U,
87700001,U,U Utile,System U,
87500005,Intermarché,Intermarché Contact,,
87240001,Super U,Super U,Super U,
87500001,Système U,Station U,,
87800002,Système U,Station U,,
89290007,TotalEnergies,Relais Total de Venoy,Total,
59190011,Carrefour,Carrefour,,
50170007,Système U,Utile,Système U,
19360003,Système U,Système U,,
92120002,Avia,SARL Jaby Avia,,
82160001,TotalEnergies,Total,,
56400006,Elan,Elan,,
81310001,TotalEnergies,Total,,
78560004,Total Access,Total Access,,
26730005,Esso,Esso Aire Royans Vercors,,
3100010,Intermarché,Intermarché,,
1250005,TotalEnergies,Station Total,Total,
59620002,Auchan,Auchan,,
13230004,TotalEnergies,Total,,
16700008,E.Leclerc,E. Leclerc,,
16230005,TotalEnergies,Total,,
17100014,TotalEnergies,Total,,
17560004,E.Leclerc,E. Leclerc,,
85130008,TotalEnergies,TotalEnergies,,
79180006,Carrefour Contact,Carrefour Contact,,
79800013,Carrefour Contact,Carrefour Contact,,
79390008,Carrefour,Carrefour,,
85100005,Carrefour,Carrefour,,
79600004,Avia,Avia,,
85200005,E.Leclerc,E. Leclerc,,
85670003,Système U,Station U,,
17300006,Esso Express,Esso express,,
3700002,TotalEnergies,TotalEnergies - Bellerive,TotalEnergies,
79100011,TotalEnergies,Total,S.A.R.L APMS,
79100012,Avia,Avia,,
85130006,Système U,La Station U,,
85130007,Total,Total,,
85130005,Station U,Station U,,
85640001,Esso,Esso,,
16500005,Intermarché,Intermarché,,
16500002,Intermarché,Intermarché Super,,
33210001,TotalEnergies,Station Total Du Sauternais,Total,
33540001,Super U,Super U,Super U,
33190004,Intermarché,Intermarché,Groupement des Mousquetaires,
33410003,Intermarché,,Groupement des Mousquetaires,
33410001,Total,Total,,
33410006,E.Leclerc,E. Leclerc,,
33190005,Total,Total Contact,,
33490004,Carrefour,,,
33730003,Carrefour,,,
33140009,Esso Express,Esso Express,Esso,
88220004,Intermarché,Intermarché,Intermarché,
80135001,Intermarché,Intermarché,,
75008010,Total,Total,,
62217001,Carrefour Market,Carrefour Market,,
59163002,TotalEnergies,Total Excellium,,
59474001,TotalEnergies,Total,,
76590002,Intermarché,Intermarché Contact,,
36100006,E.Leclerc,Station Service E.Leclerc,,
36140002,Intermarché,Intermarché Super,Groupement des Mousquetaires,
72190003,Total Access,Relais Total De Courdoux,Total,
81500007,Eni,Eni,,
44119008,Évole énergies,Évole énergies,Évole énergies,
44360010,Super U,Super U,,
44130004,TotalEnergies,Total,,
44570007,Avia,Avia,,
44540002,TotalEnergies,Total,Garage des Vallons de l'Erdre,
86200003,Système U,Système U,Super U,
86370008,Esso Express,,,
86700005,Carrefour,Carrefour,,
86550001,Carrefour,Carrefour,Carrefour,
86000026,Avia,Avia,Avia,
86000025,Casino,Casino,,
86310002,Intermarché,Intermarché Contact,Groupement des Mousquetaires,
9340001,U,Station Service Super U,,Verniolle
43150001,Intermarché,Intermarché,,
40630004,TotalEnergies,TotalEnergies,,
86450001,TotalEnergies,TotalEnergies,,
3190006,Carrefour Contact,Carrefour Contact,Carrefour Market,
50170008,TotalEnergies,Total Contact,,
60420003,,Civiale,,
89290001,Avia,Avia,,
89290002,bi1,bi1,,
25420001,Avia,Avia,,
76950001,Total Contact,Total Contact,SARL GARAGE DU CENTRE,
76950003,Esso,Esso,,
45420001,Avia,Avia,,
89220001,Avia,Avia,,
58160001,Avia,Avia,,
10210002,bi1,bi1,,
82600003,Intermarché,Intermarché,,
89270001,bi1,bi1,,
59134001,Carrefour Contact,Carrefour Contact,Carrefour France,
21110001,Avia,Avia,,
59142001,Intermarché,Intermarché,Groupement des Mousquetaires,
92410001,Esso,Esso,Esso,
31260001,Intermarché,Intermarché,,
31360002,Intermarché,Netto,Intermarché,
18410002,Système U,Station U,,
27500002,Carrefour Market,Carrefour Market,,
20110006,Vito,Vito,,
31800009,TotalEnergies,Total Energies,,
40400001,Total,Total,Duverge Romain,
92400016,Total,Total,,
59400008,TotalEnergies,Total,,Selles
59554005,TotalEnergies,Total Access,TotalEnergies,Raillencourt-Sainte-Olle
59600009,Carrefour,Carrefour,,
11000005,Esso Express,Esso Express,,
88550001,Super U,Super U,,
45340002,TotalEnergies,Total,Garage Le proust,
28310012,TotalEnergies,Total,,
63210001,Total,Total Garage Gauthier,,
89420008,Avia,Avia,,
89920001,Esso,Esso,Esso,
89440001,Avia,Avia,,
89470005,TotalEnergies,TotalEnergies,,
90130002,Intermarché,Intermarché,,
90300004,Intermarché,Intermarché,,
82000019,Carrefour,Carrefour,,
19700001,Super U,Super U,,
82140003,Carrefour Contact,Carrefour Contact,Carrefour,
49710001,Total,TotalEnergies,,
44430004,E.Leclerc,Station Service E. Leclerc,,
38110004,Intermarché,Station Service Intermarché,,
77508001,Carrefour,Carrefour,,
47120003,Carrefour,Carrefour,Carrefour,
69100029,Esso,Esso,,Tonkin Villeurbanne
76720004,Carrefour Contact,Carrefour Contact,,
76910002,TotalEnergies,Total,,
76450003,TotalEnergies,Total,,
76590003,Système U,Station U,,
40990001,Total,Total,Total,
31240002,Elan,,TotalEnergies,
44850001,Super U,Station U,,
64310002,Netto,Netto,netto,
12430001,Total,Total Contact,,
20220006,TotalEnergies,Total,Total,
48100007,,Aldi,,
6250010,TotalEnergies,Total Access Relais des Campelières,Total,
65460003,TotalEnergies,TotalEnergies,Total,
50220003,Avia,Avia,,
62152006,Carrefour,Carrefour,,
59179002,Carrefour,Carrefour,,
60390004,TotalEnergies,Total Contact,,
59233004,Carrefour,Carrefour,,
62610005,Carrefour,Carrefour,,
62880005,Carrefour Market,Carrefour Market,,
80230006,TotalEnergies,Total,,
80320004,Carrefour,Carrefour,,
49450006,,,Total,
49570001,Total,Total Contact,,
85110001,Super U,Super U,Hyper U,
85500002,Système U,C. C. Hyper U,Hyper U,
85460003,Système U,Station U,,
85600003,Système U,,,
85700002,Système U,Station U,Système U,
85500001,Rompetrol,Rompetrol,,
85000012,AS 24,AS 24,AS24,
85210009,TotalEnergies,TotalÉnergies - Saint-Jean-de-Beugné,,
85140004,Total,,,
85600005,Avia,Avia,,
49300015,TotalEnergies,Relais Bois Greleau,,
49500001,Super U,Super U,Super U,
49220001,Station U,,Super U,
49220004,TotalEnergies,Total,,
49240003,Carrefour,Carrefour,,
49000015,Intermarché,,,
49240002,Auchan,Auchan,,
49000002,Carrefour,Carrefour,Carrefour,
49003001,Carrefour,Carrefour,Carrefour,
49130004,Intermarché,Intermarché,,
49140001,Super U,Super U,,
49480001,Système U,Station U,,
49140003,Carrefour,Carrefour Contact,,
49630007,Carrefour,,,
29300004,Carrefour,Carrefour,Carrefour,
27930010,TotalEnergies,Total,,
27400011,Dyneff,Dyneff,Dyneff,
28500012,,H Market,,
81260001,Independent,Station Service,,
82130002,Independent,Gaston,,
82350001,Independent,Gaston,Relais D'albias,
47470001,Aire C,Aire C,,
24100020,TotalEnergies,TotalEnergies,Total,
47260001,u,Station U,U Express,
45430003,TotalEnergies,Total Access,,
45190017,E.Leclerc,E.Leclerc,Leclerc,
37400006,TotalEnergies,Total Energies,Total,
13700007,Intermarché,Intermarché,Intermarché,
57157001,Esso Express,Esso de la Base,Certas Energy France,
33760001,TotalEnergies,TotalEnergies,Total,
71520001,,Les combustibles,Les combustibles 71,
23210003,Carrefour,Carrefour,Carrefour,
32500005,TotalEnergies,TotalEnergies,TotalEnergies,
51000013,TotalEnergies,TotalEnergies,RELAIS ST THIEBAUT,
75015030,BP,BP,British Petroleum,
80170001,Intermarché,Intermarché,,
39100013,Intermarché,Netto,,
39120003,Avia,Avia,,
83480005,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
42100020,Station U,La Station U,,
31200009,TotalEnergies,TotalEnergies,,
33133003,TotalEnergies,TotalEnergies,TotalEnergies,
33320003,Intermarché,Intermarché,Groupement des Mousquetaires,
33240014,TotalEnergies,TotalEnergies,TotalEnergies,
31620007,FAL Distri,FAL Distri,FAL Distri,
28330003,Proxi,Proxi,,
36250007,TotalEnergies,TotalEnergies,,
33700002,Auchan,Auchan,,
77280001,Intermarché,Intermarché,Groupement des Mousquetaires,
95170001,BP,BP,BP,
95260003,TotalEnergies,TotalEnergies,Relais des ciments,
62100002,TotalEnergies,Total,Total,
62100027,TotalEnergies,Total,SARL HOTEL DE VILLE,
67850002,Avia,Avia,,
67410002,Avia,Avia XPress,,
86350001,Total,Total,Usson Garage 86,
31520007,Avia,Avia,,
8170005,TotalEnergies,Total,Total,
42190006,Carrefour Market,Carrefour Market,,
63119001,TotalEnergies,TotalEnergies Contact,Garage Chateaugay Autos,
60590003,TotalEnergies,TotalEnergies,,
81100004,Esso Express,Esso Express Miredames,Esso,
22600008,Intermarché,,,
82100003,TotalEnergies,TotalEnergies,Relais Saint Jean,
33370005,Intermarché,Intermarché,Groupement des Mousquetaires,
33760002,Carrefour,Carrefour,Carrefour,
33730002,,Aire C,,
31130008,Total Access,Total Access Balma,Total,
64330001,Intermarché,Intermarché,Groupement des Mousquetaires,
59111001,Carrefour,Carrefour,,
31220001,Super U,Super U,Super U,
69007012,Avia,Avia,,
50350003,Netto,Netto,,
40230006,Leader Price,,,
62260002,Carrefour,,,
59460001,Carrefour,Carrefour Market,,
49123002,,JSE station,,
71000026,TotalEnergies,TotalEnergies,,
71460004,TotalEnergies,Total,,
71290003,Netto,Netto,,
71640004,Intermarché,Intermarché,,
49700002,Total,Total,Total,
49160001,Station U,Super U,Super U,
49350001,Super U,Super U,,
49630004,Super U,Super U,,
49400004,Intermarché,Intermarché,Groupement des Mousquetaires,
49150002,TotalEnergies,Total Access,,
49800002,Super U,Station U,,
21000027,TotalEnergies,Total,SARL TAB,
7800007,Netto,Station-service Netto,,
49330001,Système U,Station U Châteauneuf-sur-Sarthe,,
78140010,Esso,BP,,
62100016,Intermarché,Intermarché,,
91700005,Total Access,Total Access,Total,
80100010,Total Access,Total Access,,
11100008,Esso,Esso Croix Sud Est,,
83340005,Intermarché,Intermarché SUPER - Le Cannet des Maures,Groupement des Mousquetaires,
83340011,TotalEnergies Access,TotalEnergies Access - RELAIS DU CANNET,Total,
44522002,Super U,Super U,Super U,
38150005,Intermarché,Intermarché Chanas,Groupement des Mousquetaires,
6700006,,,Total,
66400004,Intermarché,Intermarché,Groupement des Mousquetaires,
28130002,Super U,Super U,Super U,
24330007,Total,Esso,Esso,
9100003,TotalEnergies,Total,,
70000007,Intermarché,Intermarché,,
76370006,Intermarché,Intermarché,Thimont,
80420003,Super U,Super U,,
76191001,E.Leclerc,E. Leclerc,Yvetodis,
62170003,E.Leclerc,Station Service E.Leclerc,E. Leclerc,
27210003,Intermarché,Intermarché,,
59278003,Intermarché,Intermarché,,
2100012,Carrefour,Carrefour Saint-Quentin,,
49300014,Esso Express,Esso Express,Esso,
27700007,Carrefour Market,Carrefour Market,,
92120004,Esso,Esso,,
60110002,Auchan,Auchan,Auchan,
24470001,Auchan,U Station,,
34280006,Système U,Station U,Système U,
22710001,Carrefour Market,Carrefour Market,,
89140001,Avia,Avia,,
49490001,Intermarché,Intermarché,,
55110002,TotalEnergies,Total,Commune de Consenvoye,
6110011,E.Leclerc,E. Leclerc,,
34790005,,Station Grabels,,
33380006,TotalEnergies,Total,,
27700004,Intermarché,Intermarché,,
88650005,Intermarché,Intermarché,,
33680006,Intermarché,Intermarché,,
54470003,TotalEnergies,Total,,
45480003,TotalEnergies,Total,Sarl Jd Auto,
76700007,TotalEnergies,Total Access,,
18130002,Super U,Super U,Groupement des Mousquetaires,
80270003,TotalEnergies,TotalEnergies,,
85000001,Système U,Station U,,
17230004,Intermarché,Intermarché,,
85210007,Avia,Avia,,
95470009,Esso,Esso,,
81350001,,Candeo Sarl,Candeo Sarl,
15130005,TotalEnergies,TotalEnergies,,
77260013,Eni,Eni,,
55210003,Intermarché,Intermarché Contact,,
62400002,Carrefour,Carrefour,,
39160001,Système U,Station U,,
62130004,E.Leclerc,E. Leclerc,,
38490006,TotalEnergies,TotalEnergies,,
60280001,Carrefour,Carrefour,Carrefour,
60200008,,Station service Intermarché,,
74150002,Système U,La Station U,Hyper U,
9000006,E.Leclerc,E. Leclerc,,
59243002,Intermarché,Intermarché,,
31700007,Netto,Netto,SA Garauto,
59139001,Carrefour,Carrefour,Carrefour,
79210001,Intermarché,Intermarché,Intermarché,
29143001,Intermarché,Intermarché,Intermarché,
13440005,,Distrifioul Provence,,
27500005,Netto,Netto,,
66130002,Station U,Station U,Super U,
76430006,Total,TotalEnergies Access,,
33720001,Station U,Super U - La station (Podensac),Super U,
28700001,Auchan,Auchan,Auchan,
13440002,Intermarché,Intermarché,,
28310002,TotalEnergies,TotalEnergies,Total,
76330003,Esso,Esso,,
56700007,E.Leclerc,Station Service E.Leclerc,,
49510001,G20,G20,G20,
12360001,Intermarché,Intermarché,Groupement des Mousquetaires,
66820001,Intermarché,Intermarché,Groupement des Mousquetaires,
62930001,Intermarché,Intermarché,Groupement des Mousquetaires,
43230002,Intermarché,Intermarché,Groupement des Mousquetaires,
88700001,Match,Match,Match,
54540003,Independent,,SAS Guenaire,
12400003,Intermarché,Intermarché,,
64120005,E.Leclerc,Station Service E.Leclerc,Groupement des Mousquetaires,
59132001,Intermarché,Intermarché,Groupement des Mousquetaires,
74200014,Intermarché,Intermarché,Groupement des Mousquetaires,
42600001,Carrefour Market,Carrefour Market,Carrefour,
73140008,Eni,Eni,Eni,
73182003,Eni,Eni,Eni,
71700009,Eni,Eni,Eni,
73300002,Eni,Eni,Eni,
74000021,Eni,Eni,Eni,
71230003,TotalEnergies,Total,Total,
70300011,Eni,Eni,Eni,
69390007,Eni,Eni,Eni,
69400007,Eni,Eni,Eni,
69190009,Eni,Eni,Eni,
59480002,Intermarché,Intermarché,,
6500010,Esso,Esso,,
6750002,,Station Girardin,,
65220002,Intermarché,Intermarché,,
36600002,Intermarché,Intermarché,,
69380014,TotalEnergies,Total,Total,
35135002,Intermarché,Intermarché,Intermarché,
57000005,TotalEnergies,Relais Saint-Symphorien,Total,
29490002,Super U,Super U,Super U,
11480007,Avia,Avia,,
33930004,TotalEnergies,Total,,
95290001,Carrefour,C. C. Carrefour,Carrefour,
95310010,BP,,,
87350004,Netto,Netto,Netto,
38220003,,Station Mousquetaires,,
68520011,Eni,Eni,,
4360001,Total Contact,Total Contact,,
4190001,Intermarché,Intermarché,Groupement des Mousquetaires,
4204001,Station U,Super U,,
4130005,Total,Total Aire de Manosque,Total,
4300002,Esso,Esso,,
4100009,Independent,Station des Glycines,Ets Garcin Frères,
4210006,Utile,Utile,,
4400004,,Relais des Terres Neuves,,
4120002,,Proxi,,
4700003,Carrefour,Station Carrefour Market,,
4130004,TotalEnergies,Relais de Volx,,
88100005,Intermarché,Intermarché,,
13630003,,Astouin,,
64270002,Carrefour,Carrefour,,
49800003,Système U,Trélazé Pyramide,,
59500005,Carrefour Market,Carrefour Market,Carrefour Market,
67800014,Eni,Eni,,
76700004,Elan,Elan,,
1360002,Total,Total Energies,,
76800003,Intermarché,Intermarché Super,,
27670005,TotalEnergies,Total Contact,,
16330003,Coop,Coop,Coop,
47500010,U,U Express,,
27400010,Total,Total,Garage du Carbonnier,
13170010,,L.R.D.P.,,
21360006,Fulli,Fulli,,
75012005,TotalEnergies,TotalEnergies,,
95460003,TotalEnergies,TotalEnergies Contact,,
44370008,TotalEnergies,TotalEnergies,,
62370001,,Station-service Carrefour,,
2140005,E.Leclerc,E. Leclerc,,
2140006,E.Leclerc,E. Leclerc,,
62220003,Intermarché,Station Intermarché,Groupement des Mousquetaires,
52120003,Esso,Esso,,
85440003,Système U,Station U,,
80220001,Total,Total,Sarl Frederic,
83170009,Dyneff,,Auto Primo,Station Service Valbelle
69007008,TotalEnergies,Total Access,,
83790001,Carrefour,Carrefour,,
83510004,Total,Total,,
83240001,Carrefour,Carrefour Market,,
83350001,Total,Total Contact,,
13260002,TotalEnergies,Relais Sainte-Croix,,
13620002,Independent,Abel,,
13013018,Casino,Casino Marseille Delprat,,
13370003,Intermarché,,Groupement des Mousquetaires,
84200008,Independent,Relais de la Mède,,
84000023,Carrefour,Carrefour,,
84310004,Esso,Esso,,
5200007,Avia,Avia,,
13590004,Intermarché,Intermarché,,
13410004,Carrefour Contact,Carrefour Contact,Carrefour,
13660002,Independent,Campus,,
13610001,Esso,Esso,Total,
44340005,Total Access,Total Access,Total,
80120003,Carrefour,Carrefour,Carrefour,
59141002,Carrefour Contact,Carrefour Contact,,
84510001,Système U,Super U,,
63660001,,Station Service Intercommunale,,
84300011,TotalEnergies,TotalEnergies,Total,
84200012,Esso,Esso,,
84170002,,Station service SARL Bernaud,,
30330001,Carrefour Market,Carrefour Market,Carrefour Market,
84000008,Esso Express,Esso Express Croisière,,
84130012,Système U,Station U,,
13750005,Total,Total,,
84100006,Total,Total Contact,,
30130016,Pont Cassé,Pont Cassé,,
30130014,Intermarché,Intermarché,,
13710001,TotalEnergies,,,Total Fuveau
13100013,Total Access,Total Access - Relais des Milles,Total,
13545001,Carrefour,Carrefour,Carrefour,
13090017,TotalEnergies,Total Access,,
83490004,Dyneff,G Carburant,BP,
83670002,,,Intermarché Barjols,
13013019,Intermarché,Intermarché,,
84250002,,Peugeot Durance Auto,,
5160001,U,Station service Super U,Super U,
5120002,Carrefour,Carrefour,,
5260001,Total,Total Chabottes,Ranguis J.P.,
13770002,Intermarché,Intermarché,Groupement des Mousquetaires,
13650003,Avia,Avia,Avia,
84240001,Total,Total,Total,
13090018,TotalEnergies,,,
13100013,,,,
13120009,,Relais de la Garde,,
30127001,Carrefour Market,Carrefour Market,,
13200013,,Genevez Auto Station,,
13500011,TotalEnergies,Total,,
30200003,TotalEnergies,TotalEnergies,,
30330003,Intermarché,Intermarché,,
26700001,TotalEnergies,TotalEnergies,,
26250001,Eni,Eni,,
26450003,,Natura' Pro Cooperative,,
26450002,Système U,Station U,,
84190001,Avia,Station AVIA,,
84000020,Total Access,Total Access,Elf,
13570001,Intermarché,Intermarché Contact,,
27150001,Carrefour,Carrefour Market,,
26790005,Intermarché,Intermarché,,
26100009,Avia,Avia Xpress,Avia,
30000021,TotalEnergies,Relais pont de justice,,
43600002,Carrefour,,,
12170001,Carrefour Contact,Carrefour Contact,,
42152007,Eni,Eni,,
29000012,Total Access,Relais Quimper Sud,,
89110001,Super U,Super U,Super U,
37800006,Total,Relais Total Sainte-Maure-de-Touraine,Total,
14800005,E.Leclerc,Station Service E. Leclerc,,
5100004,,,,
30300003,Carrefour,Carrefour,,
84310003,,Doulmet,,
84100005,Intermarché,Intermarché,Groupement des Mousquetaires,
13750003,Esso,Esso,,
30200004,Intermarché,Intermarché,Groupement des Mousquetaires,
5000018,Total,,Total,
5260002,,Pellegrin produits pétroliers,,
13620004,Total,Total,,
13500014,Esso,Esso,,
13800009,Avia,,SARL Sud Auto 2000,
30320008,TotalEnergies,TotalEnergies,,
49300009,Intermarché,Intermarché,Intermarché,
53000009,TotalEnergies,Pont de Paris,,
30400001,Carrefour Market,Carrefour Market,Carrefour,
84000001,Carrefour,Carrefour,Casino,
13180001,,Station Super 2000,,
71400011,E.Leclerc,Station service E. Leclerc,,
18160001,Carrefour,Carrefour,,
83400003,Eni,BP,,
83210006,K9,K9 La Farlède,,
83130007,,,,
83590001,Intermarché,Intermarché,,
13390002,Intermarché,,Intermarché,
84120008,Esso,,,
5300005,Esso Express,Esso Express,,
4800001,Total,Total,Total,
13750006,U,U Express,,
13880002,Intermarché,Station service,Intermarché,
13130002,Carrefour Market,Carrefour Market Berre l'Étang,,
45420002,U,Station-service Super U,Super U,
7400005,Netto,Netto,Les Mousquetaires,
59300025,Carrefour,Carrefour,,
24250003,TotalEnergies,TotalEnergies,,
44530003,Super U,Super U,Super-U,
81600003,Intermarché,Intermarché,Groupement des Mousquetaires,
16110006,E.Leclerc,E. Leclerc,,
86370001,Super U,Station U,,
38100003,Esso,Esso,,
30100018,Esso,Esso,,
53002001,Carrefour,Carrefour,Carrefour,
63380003,Auchan,Auchan,,
59770002,Carrefour,Carrefour Market,,
30150001,,Station Servoz,,
63250001,,Station intercommunale de Chabreloche,,
60000017,TotalEnergies,Total Access,,
89290008,Esso,Station Service Vincelloise,Esso,
6640002,U,U Express,,
6910002,,Proxi,,
6600007,Avia,Avia,AVIA,
6600027,Intermarché,Intermarché,Intermarché,
6800018,Total,Total,Total,
6200027,Total Access,Relais Sainte-Marguerite,,
6200033,Total,Total Grand Soleil,,
6620001,,Station-service communale,,
83160001,Carrefour,Carrefour Grand Var,,
13600005,Carrefour,Carrefour,,
13600015,TotalEnergies,TotalEnergies,,
13400015,Total Access,Station Service des Paluds,,
13790003,Avia,Avia,,
13090020,Eni,Eni,,
