ref:FR:prix-carburants,brand,name,operator,branch
12100006,E.Leclerc,Station Service E. Leclerc,E.Leclerc,
2250001,Carrefour,Carrefour Market,,
13012024,Auchan,Auchan,,
13014001,Carrefour,Carrefour,,
83500005,E.Leclerc,E. Leclerc,,
82000016,Total,Total,Total,
1800001,Carrefour,Carrefour Market,,
19230001,Intermarché,Intermarché,,
49125001,Super U,Super U,,
40420002,Intermarché,Intermarché,,
85260007,Dyneff,Dyneff - Aire des Brouzils,,
40280006,E.Leclerc,E. Leclerc,,
37170007,Total Access,Total Access,,
36200001,Carrefour,Carrefour Market,,
22100007,Système U,Station U,,
56370002,Système U,Station U,,
56250003,Intermarché,Intermarché,,
56400001,Carrefour,Carrefour Market,,
51510001,Esso,Esso Fagnières,Esso Express,
44560001,Système U,Station U,,
44730002,Système U,Station U,,
44360005,Système U,Station U,,
3260001,Intermarché,Intermarché,,
1400005,Intermarché,Intermarché,,
31120009,Total Access,Total Access,,
93130006,Esso,Esso,,
31120001,Carrefour,Carrefour,,
64120004,Carrefour,Carrefour Market,,
31170001,Carrefour,Carrefour Market,Carrefour,
81500003,Intermarché,Intermarché,,
20217005,Vito,Relais Dominique,,
20217001,Vito,Domarchi,Vito,
93320002,Total,Relais Aristide Briand,,
11700001,Dyneff,Dyneff,,
34300006,Intermarché,Intermarché,Groupement des Mousquetaires,
31220006,,24/24,SARL FONTENERGIE,
31530003,Intermarché,Intermarché,,
59430002,Esso,Esso,,
31220002,Carrefour,Carrefour,Carrefour Market,
82600004,Aire C,Aire C,SARL Val Fleuri,
95800003,Esso,Esso Saint-Christophe,,
31270004,Intermarché,Intermarché,,
56200001,Total,Total,,
56450004,Intermarché,Station Intermarché,,
25560001,Super U,Super U,Super U,
24000007,E.Leclerc,E. Leclerc,,
83500013,Total Access,Relais Vignelongue,,
37300004,Intermarché,Intermarché,,
31470005,Intermarché,Intermarché,,
21240004,Total,Total,Total,
2200007,Esso Express,Esso Express,,
1560001,Intermarché,Intermarché,,
21700005,Total,Total contact,,
77100021,Total Access,Total Access,,
77700001,Auchan,Auchan,,
95380001,Auchan,Auchan,,
95170002,Esso Express,Esso Express,,
95400004,Auchan,Auchan,,
95500011,Total Access,Total Access,,
93140002,Esso Express,Esso Express,,
94370008,Total Access,Total Access,,
91800005,Cora,Cora,Cora,
91140003,Costco,Costco,Costco,
31390002,Carrefour,Carrefour,Carrefour market,
74160001,,Station Essence Intermarché,,
60380001,,Station Service Songeons,Municipalité,
42210001,,Station libre-service,,
20290008,Vito,,Vito,
59360003,,,Groupement des Mousquetaires,
72340001,Super U,Super U,,
37170006,Total Access,Total Access,,
62510002,Carrefour,Carrefour,Carrefour,
33700022,Total Access,Total Access,,
77160003,Intermarché,Intermarché,Groupement des Mousquetaires,
61000006,Carrefour,Carrefour,,
31700001,Carrefour,,,
72100014,Total Access,Total Access,,
31240003,Intermarché,,,
21310004,,,Intermarché,
85190001,,La Station U,Hyper U,
76680001,Carrefour,Carrefour,,
19140003,Intermarché,Station service Intermarché,Groupement des Mousquetaires,
71100026,Total Access,Total Access - Relais Chalon sur Saone Arnal,Total,
29650001,Super U,,,
12780002,,Porte du Lévézou,,
57230001,Supermarchés Match,Station-service Match,Supermarchés Match,
82017001,Auchan,C. C. Auchan,Auchan,
74930001,,,Carrefour Market,
93130009,,Relais Brément,Total Access,
42130004,Intermarché,,Groupement des Mousquetaires,
91590001,Carrefour Market,,,
61240001,Total,Total,,
76300005,Intermarché,Intermarché,SA Cynell,
27600001,Auchan,Auchan,,
83130003,K9,,,
80700004,Intermarché,Intermarché,Groupement des Mousquetaires,
20090001,,Station Vito Rocade Nord,,
20090011,,Station Vito Rocade Impériale,,
84500003,Independent,Le Geneste,,
77124001,Carrefour,,Carrefour,
68870001,Essence Hypermarché,,,
24150001,Intermarché,Intermarché,Groupement des Mousquetaires,
35290001,Système U,,,
88170003,,,Super U,
94470002,BP,BP,,
25300007,GME,,,
54250001,,Supermarché Match,,
95130001,Esso Express,Esso Express Franconville,Esso,
20600002,,Station Vito,,
72560001,Independent,,Super U,
71130005,,,Total,
93330005,Total,Total,,
31140012,Esso Express,Esso Express,,
76570001,Carrefour Market,Carrefour Market,,
39100005,,C. C. Cora,Cora,
68220001,,Station Frontalière,,
51700007,Total Access,Total Access,TOTAL,
50260003,Intermarché,Intermarché,Groupement des Mousquetaires,
26150001,Intermarché,Intermarché,,
30900004,Esso Express,Esso Express,,
68330001,,Station Service Match,Match,
22000002,Super U,Super U,Système U,
1000013,Carrefour,Carrefour,Groupe Carrefour,
56380002,,,Intermarché,
82500002,Intermarché,Intermarché,,
33220001,,,E.Leclerc,
28200002,Total,Total,,
22580001,,,Carrefour Market,
35430001,,Station Service Cora,Cora,
27120001,Carrefour,Carrefour,,
26400005,,Carburants services,,
2200014,Total,Total Soissons,,
60240001,,Match,,
21850002,,,Groupement des Mousquetaires,
63200004,Esso Express,Esso Express,,
50340002,Super U,Super U,,
74400001,Carrefour,Carrefour,Carrefour,
45310001,,,Groupement des Mousquetaires,
45430005,Intermarché,Intermarché,Groupement des Mousquetaires,
28310006,Intermarché,Intermarché,Groupement des Mousquetaires,
86800004,Carrefour,Carrefour,Carrefour,
63000009,Esso Express,Esso Express,,
62100001,Auchan,Auchan,,
71250001,Bi1,,,
58310001,Carrefour,Station-service Carrefour,,
29570001,,,Système U,
93600016,Total,Total Les Merisiers,,
62150002,Carrefour Contact,Carrefour Contact,Carrefour,
64420001,Intermarché,Intermarché,Groupement des Mousquetaires,
62118002,U,La Station U,,
38870001,Intermarché,Intermarché,,
74960001,Carrefour,,,
64290001,,,Super U,
40370003,E.Leclerc,Station Service E. Leclerc,E. Leclerc,
17360001,Super U,,,
38480006,E. Leclerc,E. Leclerc,,
56620001,Super U,Super U,Super U,
35380001,Super U,Super U,,
40600002,E. Leclerc,Station Service E. Leclerc,E. Leclerc,
6150007,E. Leclerc,Station Service E. Leclerc,E. Leclerc,
33114001,Super U,Super U,,
44160003,E. Leclerc,Station Service E. Leclerc - Pontchâteau,E. Leclerc,
40200002,E. Leclerc,Station Service E. Leclerc,E. Leclerc,
20131001,Vito,,,
72110001,Super U,Super U,,
28200003,E. Leclerc,Station Service E. Leclerc,E. Leclerc,
22130002,E. Leclerc,E. Leclerc,,
33610008,Shell,Shell,Shell,
74210003,Intermarché,Intermarché,,
5350001,,,Elan,
30470004,Total Access,,Total,
12300004,,,Groupement des Mousquetaires,
8150002,Carrefour,Carrefour,,
25340001,Avia,Avia,,
74210001,Carrefour Market,Carrefour Market,,
3360001,Intermarché,Intermarché Super,Groupement des Mousquetaires,
40380003,Carrefour,Carrefour Contact,,
77141001,Total,Total,,
24750002,E. Leclerc,E. Leclerc,,
23800001,Intermarché,Intermarché Super,Groupement des Mousquetaires,
11100003,Dyneff,Dyneff,,
91280001,Intermarché,Intermarché,Groupement des Mousquetaires,
93270001,Carrefour,Station service Carrefour,,
3000001,Carrefour,Carrefour,Carrefour,
91250004,Total,,,
94880001,Intermarché,Intermarché Super,Groupement des Mousquetaires,
91610001,Carrefour Market,Carrefour Market,,
64121003,Total Access,Total Access,,
77700004,Carrefour,,Carrefour Market,
52220002,Intermarché,Intermarché Super,Groupement des Mousquetaires,
44830002,Super U,,,
37160003,Intermarché,Intermarché Super,Groupement des Mousquetaires,
11300001,Dyneff,Dyneff,Dyneff,
35770002,Avia,Avia,SARL Vern Auto Services,
74200002,Carrefour,Carrefour,Carrefour Market,
24100010,Total,Station Total,Total,
46100006,Total,Total,,
74320001,Carrefour Market,Carrefour Market,,
29233001,Super U,,,
10000019,Total Access,Total Access,Total,
31100010,Total Access,,,
3210001,Intermarché,Intermarché Contact,Groupement des Mousquetaires,
32220001,Intermarché,Intermarché,Groupement des Mousquetaires,
78700002,Carrefour Market,Carrefour Market,Carrefour,
35160002,Total,,Total,
34750001,Intermarché,Intermarché Super,Groupement des Mousquetaires,
39100006,Intermarché,Intermarché Hyper,Groupement des Mousquetaires,
35560005,Système U,Station U,,
93140003,Esso,Esso,,
29600003,Intermarché,Intermarché Super,,
25410007,Netto,Netto,Groupement des Mousquetaires,
71400005,Intermarché,Intermarché,Groupement des Mousquetaires,
74310003,Total,Total Les Houches Nord,Total,
8000010,Total,Relais Total Bayard,Total,
11100004,Dyneff,Cap de Pla,,
91420002,Elan,Station Elan,,
29196001,Carrefour,Station Services Carrefour,,
84210001,Intermarché,Intermarché,Groupement des Mousquetaires,
12150004,Intermarché,,,
56240003,Carrefour,Carrefour,Carrefour,
62300006,Esso Express,Esso Express,,
91630001,Carrefour Market,Carrefour Market,Carrefour,
10400003,Intermarché,,Groupement des Mousquetaires,
73300004,Intermarché,Intermarché,,
40400003,Intermarché,,,
54220001,Esso Express,Esso Express,,
68300004,Total Access,Total Access,,
69330005,Intermarché,Intermarché,Groupement des Mousquetaires,
21500002,Total,Station-Service Total,Total,
69340001,Carrefour,Station Carrefour Francheville,Carrefour,
54270002,Esso Express,Esso Express,,
83300001,Total,,,
45300006,Intermarché,Intermarché,Groupement des Mousquetaires,
13015004,Esso Express,Esso Express,,
69330003,Esso,Esso,,
71200011,Carrefour,Carrefour,,
22490001,Super U,Super U,,
2120004,Intermarché,Intermarché,Groupement des Mousquetaires,
40130004,Intermarché,Intermarché,Groupement des Mousquetaires,
91090001,Intermarché,Intermarché,Groupement des Mousquetaires,
73480001,Avia,Avia,Avia,
68920001,Auchan,Auchan,Auchan,
91700006,Total,Total,,
17100011,Esso,Station Esso,,
71480005,Avia,Avia,,
40250001,Carrefour,Carrefour Contact,,
38300001,Carrefour Market,,,
56230005,Carrefour,Station Carrefour,,
91580001,Netto,Netto,Groupement des Mousquetaires,
95270001,Carrefour Market,Carrefour Market,Carrefour,
31600005,Intermarché,,,
77740002,Total,Total,,
1100002,Carrefour Market,Carrefour Market,Carrefour,
2400007,Netto,Netto,,
72330001,Carrefour Market,Carrefour Market,,
49450005,Intermarché,Station Intermarché,Groupement des Mousquetaires,
78170002,Esso,Esso Express Beauregard,Esso,
62140003,Intermarché,Intermarché,Groupement des Mousquetaires,
85530003,Elan,,,
91540004,Intermarché,Intermarché,Groupement des Mousquetaires,
76520002,Intermarché,Intermarché Super,Groupement des Mousquetaires,
28700004,U,Station Service Super U,,
12130001,Total,,,
2170001,Carrefour Market,Carrefour Market,,
90500001,U,Station Service Super U,,
40270004,Carrefour,,,
1630004,Intermarché,Intermarché Contact,Groupement des Mousquetaires,
83660002,Intermarché,,Intermarché,
77290002,Intermarché,Intermarché,Groupement des Mousquetaires,
40210001,Intermarché,Intermarché,Groupement des Mousquetaires,
78960001,Carrefour,Carrefour,,
43800002,Intermarché,Intermarché,,
56310001,Intermarché,Intermarché,Groupement des Mousquetaires,
64130003,Intermarché,Intermarché,Groupement des Mousquetaires,
1290001,U,Super U Laiz,Super U,
22650002,Carrefour,Carrefour,,
72300003,Carrefour,Carrefour,Carrefour,
53800001,Intermarché,Intermarché,Groupement des Mousquetaires,
57600014,Super U,,Super U,
61140001,Carrefour,Carrefour,,
35170002,Super U,,Super U,
81710002,Total Access,Total Access,,
71380002,Netto,Netto,Netto,
22290001,Super U,Super U,,
74370003,Carrefour,Carrefour contact,carrefour contact,
44110005,Avia,Avia,,
36800001,Carrefour Market,Carrefour Market,,
91250001,Auchan,,,
28190001,Intermarché,Station Service Intermarché,,
81120001,Total,,,
95400003,Esso,Esso,,
8090001,Esso Express,Le Pont Leroy,,
95350002,Carrefour,C. C. Carrefour,Carrefour,
71190003,Carrefour,,,
51500003,Intermarché,Intermarché Contact,,
81130001,Intermarché,Station Service Intermarché Cagnac les Mines,,
91370001,Esso Express,Esso Express,,
80220003,Intermarché,Intermarché Super,Groupement des Mousquetaires,
45720002,Intermarché,Intermarché,Groupement des Mousquetaires,
35000021,Total Access,Total Access,,
27000004,Intermarché,Intermarché,,
60330004,Total Access,Total Access,,
8600003,Intermarché,,,
36700001,Total,,,
25110004,Intermarché,Intermarché,Groupement des Mousquetaires,
54520006,Total Access,Total Access,Total,
69590001,Carrefour,Station Service Carrefour Market,,
11200008,Total Access,Total Access,Total,
77370003,Intermarché,Intermarché Super,Groupement des Mousquetaires,
10200004,Esso,Esso,,
84350002,Système U,Station U,,
10260003,Carrefour,Carrefour Contact,Carrefour,
54170004,Intermarché,Intermarché,,
50200008,Total,,,
45130005,U,La Station U,Hyper U Baule,
56120004,Super U,Super U,,
20090015,Esso,Esso,,
33220007,U,Station service U,,
2310002,Avia,Avia,,
42240001,Carrefour,,,
53300003,Carrefour Contact,,,
6140005,Carrefour,Carrefour Contact Vence,,
33460004,Intermarché,Intermarché,,
22460005,Total,Total,,
30820002,Intermarché,Intermarché,Groupement des Mousquetaires,
50170005,Carrefour Market,Carrefour Market,,
8130004,Total,,,
33350003,Intermarché,Intermarché,Groupement des Mousquetaires,
72200003,Total Contact,Total Contact,Total,
74000007,Intermarché,Intermarché,,
72120001,,,Carrefour Market,
41120002,Intermarché,Intermarché,,
84250001,Intermarché,Intermarché,Groupement des Mousquetaires,
33400009,Esso,Esso,,
35160001,La Station U,La Station U,,
35500006,,,Groupement des Mousquetaires,
35460001,,,Super U,
22610001,,,U,
32100003,Carrefour,,Carrefour,
62217003,Intermarché,Intermarché,,
72800002,,,Groupement des Mousquetaires,
53500004,Carrefour,Carrefour,,
69550002,,Relais de la Gaite,,
48600003,,Ets Pignol,,
25500005,Intermarché,Station Service Intermarché,,
71140003,Intermarché,Intermarché Super,Groupement des Mousquetaires,
3600003,,,Groupement des Mousquetaires,
3000006,E. Leclerc,E. Leclerc,,
1540003,Intermarché,Intermarché,Intermarché,
31130007,U,Station service Super U,,
71000020,Intermarché,Intermarché,Intermarché,
42600003,Super U,Super U,Super U,
24580001,Carrefour,,Carrefour Contact,
38630003,U,U La Station,U Express,
74290002,Elan,,,
34340002,Carrefour,Carrefour,Carrefour,
84160001,Super U,,,
22100001,Carrefour,Carrefour,,
39400002,Intermarché,Intermarché,Groupement des Mousquetaires,
54520007,Total Access,Total Access,Total,
68250003,Intermarché,Intermarché Rouffach,Groupement des Mousquetaires,
60590002,Carrefour Contact,Carrefour Contact Serifontaine,,
56000006,Intermarché,Intermarché,SA Samur,
22100009,Total,Total,,
95610007,BP,BP,BP,
95500012,Total Access,Total Access,,
27930008,Total Access,Total Access,Relais Gravigny,
52130002,,,Groupement des Mousquetaires,
36110001,Carrefour Market,,,
18400001,Super U,Super U,,
1100006,Intermarché,Intermarché,Groupement des Mousquetaires,
38260008,Elan,,,
1200001,Carrefour,Carburants Carrefour market,Carrefour,
77300005,BP,BP,,
86100014,,,Carrefour,
61110002,Intermarché,Intermarché Super,,
33260001,Intermarché,Intermarché,Groupement des Mousquetaires,
94510001,Total Access,Total Access,,
77183001,Intermarché,,Groupement des Mousquetaires,
44880001,Super U,Super U,,
10000018,Total,Total,Total,
10300005,Total Access,Total Access,Total,
84660002,Super U,Super U,,
89100009,Intermarché,Intermarché,Netto,
29250001,Super U,,,
29860003,Intermarché,Intermarché,Groupement des Mousquetaires,
93420004,BP,,,
93150008,E. Leclerc,,,
72120003,Total,Total,,
77650001,,,Groupement des Mousquetaires,
10370001,Intermarché,,Groupement des Mousquetaires,
31780001,Intermarché,,Groupement des Mousquetaires,
34660001,Intermarché,,,
64140005,Total,Relais Mohédan,,
82410003,Carrefour,,,
80430002,Carrefour,,,
50480001,Total,Total,Total,
50200005,Intermarché,Intermarché,Groupement des Mousquetaires,
51800015,,,,
61130001,,,,
82600002,,,,
45000007,,,,
89000003,,,,
31000004,,,,
46240003,,,,
94100013,,,,
83210008,,,,
62143003,,,,
69008008,,,,
57740008,,,,
2110002,,,,
38830002,,,,
79190001,,,,
6200026,,,,
82400003,,,,
57740010,,,,
37270002,,,,
77150005,,,,
24750004,,,,
37270005,,,,
56150005,,,,
89100013,,,,
75014010,,,,
68630003,,,,
74890001,,,,
75017019,,,,
3400004,,,,
18150001,,,,
78630008,,,,
37200004,,,,
3500002,,,,
76340005,,,,
82600002,TotalEnergies,TotalEnergies,,
94100008,Avia,Avia,,
37270007,TotalEnergies,Total,,
61130001,,,,
2110002,,,,
79190001,Station U,Station U,,
82400003,Intermarché,Intermarché carburants,,
24750004,,,,
68630003,Carrefour City,Carrefour City,,
38830002,,Intermarché,,
37200004,TotalEnergies,TotalEnergies,,Centre Atlantique
78630008,TotalEnergies,TotalEnergies,,
,,Europoint,,
,,Schweinfurth,,
,,,,
,Elan,,,
,,,,
,,,,
,Migrol,Migrol Tankstelle Ettingen,Migrol,Ettingen
,,Gillet Millon / Renault,Elan,
,,,,
62140002,Total,Total,,
,AS 24,AS 24,,
,,,,
,,Air Liquide Mâcon Nord,Air Liquide,
,Aral,Aral,Tankstellen Services Sârl,
,,,,
,,,,
,,,Agip,
,,Gazole Pèche,SOCAB,
,,Coop,Coop,
,Air Liquide,Air Liquide,Air Liquide,
,,Air liquide Chemaudin,,
,,,,
,,Q8,,
,,,,
,,garage angoumare,,
,Avia,Avia,,
76210008,,Ets Coustham,,
46340002,,Phica,SARL Phica,
45170002,Total,Total Excellium,Total,
,,MINI PRIX,,
,,Garage Pilou SARL,,
,,,Elan,
,,,,
,,,AD,
,,Petrodak,,
69700002,Total,Total,,
,,,Esso,
,,Total Energies,,
,,,,
,Q8,,,
,,,,
,,,Elan,
,,,,
,TotalEnergies,TotalEnergies Wervik,TotalEnergies,
,Repsol,Repsol,,
,,Station-Service à CB - Accès Restreint et Privé,Circuit de l'Anneau du Rhin,
,,,Karrgreen,
29300005,,Malecot,Total,
,,IDS,,
15800005,Total,Total,,
58140002,Total,Total,,
,,Avia Thevenin & Ducrot,,
,BP,BP Ets MICHEL,,
,,Station à hydrogène,Hysetco,
,,,,
,,,,
,,Gazoil Pêche,Docks & Mer,
14100002,Total,Total,,
,Tamoil,Station Tamoil Thalberg,FEB Sàrl,
,Wit,Ets Frédéric Marée,Ets Frédéric Marée,
62600004,,Frambery,,
,Texaco,,,
62730002,Carrefour,Carrefour Market,,
,Elan,Elan,,
,Jubin SA,Automate,Jubin SA,
,Eni,Eni,,
,TotalEnergies,TotalEnergies,,
,,Hôtel des Mines,,
,Esso,Esso,Esso,
,,,,
,Nervol,,,
